assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_percent,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,None,0,0,False,True,0,0,0,0,0,588555,None,,0,0,0,0,0.0,621,78,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Elyh,0.0,521,81,0,0,0,False,0.0,632,88,433,False,0.0,629,88,,0,On loan to Shrewsbury Town,2025-07-23T18:48:43.383466Z,40,738,67,p588555,0,0,None,0,,588555.jpg,0.0,639,88,0,0,0,None,False,0,0,,[],Harrison,0.0,822,97,False,None,0,0,u,0,14,1,None,0.0,591,63,0,0,0,256,0,0.0,0.0,Harrison,0
0,1986-04-15,0,0,False,True,None,None,0,0,0,21205,None,,0,0,-2,2,0.0,512,20,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tom,0.0,406,29,0,0,0,False,0.0,534,41,434,False,0.0,531,41,,0,,None,38,801,93,p21205,0,0,None,0,,21205.jpg,0.0,542,41,0,0,0,241,False,0,0,,[],Heaton,0.6,253,33,False,None,0,0,a,0,14,1,2021-07-02,0.0,480,5,0,73222,0,38541,0,0.0,0.0,Heaton,0
0,2002-11-20,0,0,False,True,None,None,0,0,0,461537,None,,0,0,-1,1,0.0,547,39,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Dermot,0.0,444,46,0,0,0,False,0.0,565,56,435,False,0.0,562,56,,0,,None,39,780,83,p461537,0,0,None,0,,461537.jpg,0.0,573,56,0,0,0,242,False,0,0,,[],Mee,0.1,495,72,False,None,0,0,a,0,14,1,2023-07-24,0.0,516,24,0,5954,0,9566,0,0.0,0.0,Mee,0
0,1999-08-12,5,169,False,True,0,0,1,0.08,88,209365,None,,0,0,-1,1,60.2,354,123,107,8.23,None,,0,2,0.0,0.0,0,0.83,0.06,2.21,0.17,1.38,18.73,1.44,0.11,Matthijs,0.0,741,257,20,1.54,1,False,45.7,324,109,436,False,276.6,261,103,,1170,Back injury - Expected back 01 Jun,2025-12-05T00:30:07.892711Z,49,302,47,p209365,0,0,None,0,,209365.jpg,3.3,147,53,0,40,0,152,False,0,0.0,https://www.manutd.com/en/news/carrick-reveals-team-news-for-final-day-v-brighton-24-may-2026?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],de Ligt,1.8,148,59,False,None,13,1.0,i,19,14,1,2024-08-13,122.0,260,69,43,419902,0,553255,0,0.0,8.8,De Ligt,0
0,1998-01-18,3,241,False,True,100,100,5,0.37,86,221820,None,,0,0,-2,2,94.9,302,97,105,7.69,None,,0,2,2.2,3.8,6,0.60,0.04,0.75,0.05,0.15,15.22,1.11,0.01,Lisandro,3.8,79,27,15,1.1,0,False,42.0,331,113,437,False,302.8,245,95,,1229,,2026-02-24T10:30:07.882997Z,48,355,60,p221820,1,0,None,0,,221820.jpg,2.8,220,88,0,68,1,10,False,0,0.0,,[],Martínez,0.4,284,108,False,None,13,0.95,a,19,14,1,2022-07-17,19.0,409,149,51,177499,0,157689,0,0.8,10.6,Martinez,0
0,1997-11-14,6,233,False,True,100,100,5,0.46,66,230001,None,,0,0,-1,1,122.4,281,82,94,8.66,None,,0,2,3.0,4.2,6,0.35,0.03,0.53,0.05,0.19,12.99,1.2,0.02,Noussair,4.2,60,21,10,0.92,0,False,36.8,347,116,438,False,209.0,303,120,,977,,2026-03-18T16:00:08.380823Z,49,309,50,p230001,0,0,None,0,,230001.jpg,2.6,264,102,0,46,0,145,False,0,0.0,,[],Mazraoui,0.3,350,127,False,None,11,1.01,a,28,14,1,2024-08-13,37.0,366,123,53,47395,0,61652,0,0.9,10.8,Mazraoui,3
0,2007-04-03,0,0,False,True,None,None,0,0,0,661712,None,,0,0,-4,4,0.0,640,253,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Diego,0.0,543,224,0,0,0,False,0.0,650,254,439,False,0.0,647,254,,0,,None,41,670,160,p661712,0,0,None,0,,661712.jpg,0.0,657,253,0,0,0,168,False,0,0,,[],León Blanco,0.1,567,202,False,None,0,0,a,0,14,1,2025-07-05,0.0,611,251,0,3714,0,8932,0,0.0,0.0,D.Leon,0
6,1999-03-18,9,414,False,True,100,100,7,0.24,127,216051,None,,0,0,0,0,458.5,69,14,180,6.21,None,,3,2,1.5,0.5,0,2.57,0.09,4.50,0.16,1.93,36.57,1.26,0.07,Diogo,0.5,329,116,40,1.38,1,False,119.6,103,28,440,False,535.8,115,53,Diogo Dalot,2609,,2025-12-05T17:00:09.775964Z,45,421,81,p216051,0,0,None,0,,216051.jpg,3.3,144,51,0,135,0,173,False,0,0.0,,[],Dalot Teixeira,3.8,92,30,False,None,29,1.0,a,53,14,1,2018-06-08,202.0,183,44,111,1183625,0,955610,0,0.1,24.7,Dalot,5
4,2004-10-26,11,321,False,True,100,100,4,0.25,50,596777,None,,0,0,-4,4,394.2,94,24,98,6.12,None,,3,2,0.8,5.2,18,1.84,0.12,4.23,0.27,2.39,19.61,1.23,0.15,Patrick,5.2,18,5,20,1.25,4,False,120.3,101,26,441,False,469.0,145,60,,1440,,2026-01-26T04:00:08.082150Z,41,668,158,p596777,0,0,None,0,,596777.jpg,3.7,87,30,0,77,0,58,False,0,0.0,,[],Dorgu,2.4,126,50,False,None,15,0.94,a,48,14,1,2025-02-02,341.0,94,11,95,1795401,0,2249436,0,1.3,23.2,Dorgu,5
2,1993-03-05,5,315,False,True,100,100,7,0.38,129,95658,None,,0,0,-1,1,62.5,350,122,151,8.24,None,,1,2,5.2,5.0,6,0.50,0.03,1.62,0.09,1.12,22.95,1.25,0.06,Harry,5.0,23,8,20,1.09,1,False,63.0,257,85,442,False,381.6,192,78,,1649,,2026-04-16T13:00:09.761350Z,44,532,101,p95658,0,0,None,0,,95658.jpg,3.9,68,24,0,62,1,241,False,0,0.0,,[],Maguire,1.7,154,63,False,None,19,1.04,a,22,14,1,2019-08-05,184.0,204,54,90,392863,0,292617,0,1.1,20.5,Maguire,3
1,1995-07-12,3,449,False,True,100,100,10,0.28,149,106760,None,,0,0,0,0,314.8,135,35,224,6.26,None,,0,2,4.8,5.0,6,1.98,0.06,2.69,0.08,0.72,44.90,1.25,0.02,Luke,5.0,24,9,45,1.26,1,False,97.4,158,52,443,False,560.2,101,45,,3220,,2026-04-28T00:00:08.111534Z,45,413,76,p106760,0,0,None,0,,106760.jpg,3.0,193,77,0,105,0,241,False,0,0.0,,[],Shaw,1.1,191,75,False,None,38,1.06,a,75,14,1,2014-07-01,97.0,289,85,113,262666,0,170962,0,1.1,25.1,Shaw,9
1,2005-11-13,1,191,False,True,100,100,2,0.1,126,550864,None,,0,0,-4,4,83.1,320,105,156,8.12,None,,0,2,0.5,0.5,1,0.59,0.03,1.93,0.1,1.34,26.83,1.4,0.07,Leny,0.5,323,113,33,1.72,0,False,53.2,292,92,444,False,327.0,228,91,,1730,,2026-04-18T22:30:08.596769Z,41,667,157,p550864,0,0,None,0,,550864.jpg,1.8,376,139,0,73,0,73,False,0,0.0,,[],Yoro,1.2,181,70,False,None,18,0.94,a,30,14,1,2024-07-19,124.0,257,67,56,228890,0,326156,0,0.1,13.7,Yoro,1
0,2007-03-16,0,0,False,True,0,0,0,0,0,577974,None,,0,0,0,0,0.0,618,235,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Harry,0.0,518,202,0,0,0,False,0.0,629,236,445,False,0.0,626,236,,0,has joined Norwich City on loan for the rest of the season.,2025-09-02T13:39:58.762783Z,40,735,195,p577974,0,0,None,0,,577974.jpg,0.0,636,235,0,0,0,241,False,0,0,,[],Amass,0.1,548,194,False,None,0,0,u,0,14,1,2024-04-06,0.0,588,232,0,1160,0,14637,0,0.0,0.0,Amass,0
0,2005-02-23,0,4,False,True,None,None,0,0.0,2,547676,None,,0,0,-3,3,0.0,509,184,2,90.0,None,,0,2,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.30,13.5,0.0,Tyler,0.0,403,140,0,0.0,0,False,0.4,514,180,446,False,4.0,498,179,,2,,None,37,837,266,p547676,0,0,None,0,,547676.jpg,1.0,464,166,0,0,0,241,False,0,0.0,,[],Fredricson,0.2,412,153,False,None,0,0.0,a,0,14,1,2022-09-07,0.0,477,179,1,15468,0,17282,0,0.0,0.3,Fredricson,0
1,2006-09-22,3,164,False,True,100,100,2,0.2,71,606745,None,,0,0,-3,3,32.0,394,142,93,9.1,None,,0,2,0.8,0.2,0,0.18,0.02,0.52,0.05,0.34,11.95,1.17,0.03,Ayden,0.2,354,123,15,1.47,0,False,29.1,373,129,447,False,233.6,286,113,,920,,2025-10-14T13:00:06.698643Z,37,840,269,p606745,1,0,None,0,,606745.jpg,2.5,269,104,0,39,0,241,False,0,0.0,,[],Heaven,2.6,119,45,False,None,11,1.08,a,22,14,1,2025-02-01,26.0,387,136,42,619537,0,481085,0,0.1,11.4,Heaven,2
0,1999-08-17,0,6,False,True,None,None,0,0.0,1,222690,None,,0,0,-3,3,1.5,484,173,4,24.0,None,,0,2,0.0,0.2,1,0.00,0.0,0.00,0.0,0.00,0.58,3.48,0.0,Tyrell,0.2,353,122,1,6.0,0,False,0.9,506,177,448,False,7.6,485,175,,15,,None,37,834,263,p222690,0,0,None,0,,222690.jpg,1.0,463,165,0,3,0,152,False,0,0.0,,[],Malacia,0.6,255,95,False,None,0,0.0,a,3,14,1,2022-07-05,0.0,474,176,3,92496,0,70346,0,0.1,0.8,Malacia,0
24,1994-09-08,41,1008,False,True,100,100,7,0.21,67,141746,1,,0,0,14,-14,1938.5,1,1,287,8.43,1,,8,3,5.5,7.8,14,12.28,0.36,23.07,0.68,10.79,44.42,1.3,0.32,Bruno,7.8,2,1,46,1.35,9,False,381.4,1,1,449,True,1258.0,1,1,Bruno Fernandes,3065,,2025-12-21T21:30:09.265444Z,104,3,2,p141746,0,2,1,0,,141746.jpg,6.7,3,1,0,167,0,173,False,0,0.0,,[],Borges Fernandes,48.0,2,1,False,None,35,1.03,a,53,14,1,2020-01-30,614.0,33,17,235,9239341,0,5871807,0,0.7,22.6,B.Fernandes,5
4,1999-05-27,14,591,False,True,100,100,8,0.29,46,430871,None,,0,0,1,-1,545.4,48,42,211,7.62,None,,0,3,4.5,4.5,0,3.36,0.12,10.26,0.37,6.90,35.75,1.29,0.25,Matheus,4.5,53,22,35,1.26,10,False,202.5,25,20,450,False,675.8,59,16,Matheus Cunha,2493,,2026-04-28T00:00:08.134591Z,81,14,9,p430871,0,0,None,0,,430871.jpg,4.3,43,19,0,126,0,30,False,0,0.0,,[],Santos Carneiro da Cunha,8.7,49,18,False,None,29,1.05,a,39,14,1,2025-06-01,801.0,19,9,143,3667224,0,3604413,0,0.6,17.7,Cunha,4
0,1997-10-31,0,0,False,True,0,0,0,0,0,176297,None,,0,0,0,0,0.0,839,377,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Marcus,0.0,834,375,0,0,0,False,0.0,839,377,451,False,0.0,839,377,,0,Has joined Barcelona on loan for the rest of the season,2025-07-24T10:12:59.455702Z,70,36,21,p176297,0,0,None,0,,176297.jpg,0.0,839,377,0,0,0,241,False,0,0,,[],Rashford,0.0,720,297,False,None,0,0,u,0,14,1,2015-07-01,0.0,839,377,0,0,0,2160,0,0.0,0.0,Rashford,0
5,2002-07-11,7,463,False,True,100,100,6,0.23,48,493250,3,,0,0,-3,3,596.1,39,36,198,7.62,None,,0,3,1.8,3.2,7,4.74,0.18,10.20,0.39,5.46,31.69,1.22,0.21,Amad,3.2,109,48,33,1.27,2,False,163.5,46,32,452,False,436.6,160,58,,2339,,2025-12-13T14:30:11.647420Z,62,76,49,p493250,0,0,None,0,,493250.jpg,2.8,229,89,0,112,0,54,False,0,0.0,,[],Diallo,1.3,176,62,False,None,27,1.04,a,38,14,1,2021-01-07,600.0,37,21,91,451199,0,644246,0,0.5,14.7,Amad,2
0,2000-02-24,0,0,False,True,0,0,0,0,0,467169,None,,0,0,-1,1,0.0,833,374,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Antony,0.0,821,367,0,0,0,False,0.0,833,374,454,False,0.0,833,374,,0,has joined Real Betis permanently.,2025-09-02T13:30:59.559397Z,59,96,63,p467169,0,0,None,0,,467169.jpg,0.0,833,374,0,0,0,30,False,0,0,,[],dos Santos,0.1,573,214,False,None,0,0,u,0,14,1,2022-09-01,0.0,832,374,0,1511,0,10762,0,0.0,0.0,Antony,0
0,1999-01-10,3,201,False,True,100,100,5,0.45,19,184341,None,,0,0,-1,1,214.1,191,125,102,9.09,None,,0,3,1.5,2.5,5,1.62,0.14,3.18,0.28,1.56,12.46,1.11,0.14,Mason,2.5,152,70,15,1.34,3,False,58.0,276,140,455,False,201.2,311,134,,1010,,2026-03-14T13:00:10.247081Z,59,91,59,p184341,0,0,None,0,,184341.jpg,2.5,281,114,0,59,0,241,False,0,0.0,,[],Mount,0.3,335,116,False,None,12,1.07,a,24,14,1,2023-07-05,165.0,223,121,58,185755,0,200331,0,0.4,9.8,Mount,2
4,1992-02-23,20,636,False,True,100,0,9,0.31,130,61256,None,,0,0,3,-3,536.1,50,43,355,12.41,None,,4,3,0.0,0.0,0,3.17,0.11,8.61,0.3,5.44,31.77,1.11,0.19,Carlos Henrique,1.2,266,119,32,1.12,9,False,202.8,23,18,457,False,903.6,13,4,Casemiro,2575,,2026-05-22T05:30:09.065739Z,58,100,65,p61256,0,0,None,0,,61256.jpg,4.9,15,8,0,135,1,30,False,0,0.0,,[],Casimiro,3.8,93,31,False,None,33,1.15,a,90,14,1,2022-08-22,585.0,39,22,165,1226002,0,802419,0,0.2,28.4,Casemiro,9
2,2005-04-19,2,340,False,True,100,100,6,0.33,56,516895,None,,0,0,-3,3,360.1,109,76,187,10.18,None,,0,3,5.5,5.0,2,1.27,0.07,1.75,0.1,0.48,22.88,1.25,0.03,Kobbie,5.0,25,11,22,1.2,1,False,82.1,197,94,458,False,365.0,204,79,,1653,,2026-04-13T23:30:10.001898Z,47,391,243,p516895,0,0,None,0,,516895.jpg,2.6,260,105,0,95,0,241,False,0,0.0,,[],Mainoo,1.4,172,60,False,None,16,0.87,a,36,14,1,2022-10-15,94.0,296,156,73,304626,0,228683,0,1.1,15.5,Mainoo,2
0,2001-04-11,0,183,False,True,100,100,1,0.1,45,232112,None,,0,0,-3,3,83.6,317,175,142,14.59,None,,0,3,0.0,0.0,0,0.16,0.02,0.88,0.09,0.72,18.22,1.87,0.07,Manuel,0.0,722,298,23,2.36,0,False,29.8,370,175,459,False,167.2,332,147,,876,,2026-05-09T21:30:09.638441Z,47,385,240,p232112,0,0,None,0,,232112.jpg,1.7,400,171,0,51,0,230,False,0,0.0,,[],Ugarte Ribeiro,0.1,438,150,False,None,8,0.82,a,46,14,1,2024-08-30,48.0,348,180,38,30749,0,40565,0,0.0,8.1,Ugarte,1
0,2004-01-03,0,0,False,True,0,0,0,0,0,490881,None,,0,0,0,0,0.0,714,285,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Toby,0.0,645,236,0,0,0,False,0.0,720,285,460,False,0.0,718,283,,0,has joined Hull City on loan for the rest of the season.,2026-02-02T13:41:44.377020Z,45,446,266,p490881,0,0,None,0,,490881.jpg,0.0,724,288,0,0,0,241,False,0,0,,[],Collyer,0.0,671,268,False,None,0,0,u,0,14,1,2023-07-01,0.0,697,279,0,505,0,9707,0,0.0,0.0,Collyer,0
0,None,0,0,False,True,None,None,0,0,0,556639,None,,0,0,-2,2,0.0,660,251,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jayce,0.0,579,197,0,0,0,False,0.0,667,249,461,False,0.0,664,247,,0,,None,43,619,367,p556639,0,0,None,0,,556639.jpg,0.0,675,256,0,0,0,None,False,0,0,,[],Fitzgerald,0.0,599,224,False,None,0,0,a,0,14,1,None,0.0,638,241,0,4003,0,5450,0,0.0,0.0,Fitzgerald,0
0,2007-03-19,0,10,False,True,None,None,0,0.0,2,547037,None,,0,0,-2,2,24.4,404,203,11,9.25,None,,0,3,0.0,0.0,0,0.02,0.02,0.05,0.05,0.03,1.86,1.56,0.03,Jack,0.0,576,194,0,0.0,0,False,4.8,467,207,462,False,18.6,465,205,Jack Fletcher,107,,None,43,616,364,p547037,0,0,None,0,,547037.jpg,1.0,479,209,0,4,0,241,False,0,0.0,,[],Fletcher,0.1,534,196,False,None,0,0.0,a,5,14,1,2024-07-12,5.0,442,214,3,15800,0,15248,0,0.0,0.7,J.Fletcher,0
0,2006-02-03,0,0,False,True,0,0,0,0,0,618873,None,,0,0,-2,2,0.0,665,255,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Sékou,0.0,584,201,0,0,0,False,0.0,671,253,463,False,0.0,669,251,,0,has joined Lausanne-Sport on loan for the rest of the season.,2026-02-06T22:52:39.101311Z,43,628,374,p618873,0,0,None,0,,618873.jpg,0.0,679,260,0,0,0,132,False,0,0,,[],Koné,0.1,532,195,False,None,0,0,u,0,14,1,2025-02-15,0.0,642,245,0,9069,0,13812,0,0.0,0.0,Kone,0
0,2005-11-29,0,0,False,True,0,0,0,0,0,559684,None,,0,0,0,0,0.0,732,302,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jack,0.0,666,255,0,0,0,False,0.0,739,303,464,False,0.0,738,302,,0,has joined Leyton Orient on loan for the rest of the season.,2025-09-22T21:21:54.592776Z,45,470,286,p559684,0,0,None,0,,559684.jpg,0.0,741,304,0,0,0,104,False,0,0,,[],Moorhouse,0.0,706,286,False,None,0,0,u,0,14,1,2025-02-15,0.0,716,297,0,723,0,2880,0,0.0,0.0,Moorhouse,0
0,2003-02-04,0,0,False,True,0,0,0,0,0,497894,None,,0,0,-2,2,0.0,835,93,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Rasmus,0.0,828,91,0,0,0,False,0.0,835,93,465,False,0.0,835,93,,0,has joined Napoli on loan for the rest of the season.,2025-09-02T13:30:59.575548Z,63,71,23,p497894,0,0,None,0,,497894.jpg,0.0,835,93,0,0,0,58,False,0,0,,[],Højlund,0.3,357,58,False,None,0,0,u,0,14,1,2023-08-05,0.0,835,93,0,5437,0,56872,0,0.0,0.0,Højlund,0
1,2001-05-22,6,146,False,True,100,100,2,0.3,14,458249,None,,0,0,-2,2,177.7,228,23,44,6.52,None,,0,4,0.8,1.0,1,0.34,0.05,3.08,0.46,2.74,9.41,1.4,0.41,Joshua,1.0,294,40,8,1.19,2,False,58.3,274,33,466,False,164.4,337,34,,607,,2026-01-22T13:30:10.394946Z,58,108,31,p458249,0,0,None,0,,458249.jpg,1.8,389,44,0,21,0,152,False,0,0.0,,[],Zirkzee,0.4,290,46,False,None,5,0.74,a,9,14,1,2024-07-17,245.0,142,38,42,112749,0,133905,0,0.2,7.2,Zirkzee,3
0,2007-11-29,0,0,False,True,None,None,0,0,0,596047,None,,0,0,-3,3,0.0,648,65,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Chido,0.0,555,57,0,0,0,False,0.0,657,67,467,False,0.0,654,66,,0,,None,42,657,92,p596047,0,0,None,0,,596047.jpg,0.0,664,68,0,0,0,58,False,0,0,,[],Obi,1.4,174,26,False,None,0,0,a,0,14,1,2025-02-15,0.0,624,65,0,276612,0,392978,0,0.0,0.0,Obi,0
0,2006-01-20,0,0,False,True,0,0,0,0,0,575034,None,,0,0,0,0,0.0,740,78,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ethan,0.0,675,71,0,0,0,False,0.0,747,79,468,False,0.0,746,79,,0,has joined Bradford City on loan for the rest of the season.,2026-02-02T23:17:05.663726Z,45,481,68,p575034,0,0,None,0,,575034.jpg,0.0,749,80,0,0,0,241,False,0,0,,[],Wheatley,0.1,518,70,False,None,0,0,u,0,14,1,2024-04-12,0.0,726,78,0,4530,0,15008,0,0.0,0.0,Wheatley,0
2,2003-05-31,19,405,False,True,50,50,2,0.11,20,485711,None,,0,0,-3,3,156.1,245,28,64,3.53,None,,2,4,1.6,0.6,0,0.28,0.02,9.48,0.53,9.21,27.05,1.49,0.51,Benjamin,1.2,269,35,30,1.66,11,False,143.4,65,14,681,False,483.8,137,13,,1630,Shin injury - 50% chance of playing,2026-05-03T23:00:09.426303Z,72,31,11,p485711,0,0,None,0,,485711.jpg,3.7,96,9,0,39,0,195,False,0,0.0,https://www.manutd.com/en/news/carrick-reveals-team-news-for-final-day-v-brighton-24-may-2026?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Sesko,4.6,84,16,False,None,17,0.94,d,5,14,1,2025-08-09,803.0,18,10,111,1377150,0,1876133,0,0.2,15.4,Šeško,2
0,2002-07-07,11,413,False,True,None,None,8,0.25,26,465247,None,,0,0,1,-1,0.0,818,96,0,0.0,None,,1,1,3.8,4.5,6,0.00,0.0,0.00,0.0,0.00,39.25,1.23,0.0,Senne,4.5,48,4,39,1.22,0,False,63.7,255,15,733,False,635.6,72,15,,2880,,None,51,234,7,p465247,0,0,None,0,,465247.jpg,3.4,131,17,0,224,0,21,False,79,2.47,,[],Lammens,3.6,98,17,False,None,32,1.0,a,1,14,1,2025-09-01,2.0,469,2,109,758836,0,397527,0,0.9,21.4,Lammens,0
0,2007-04-14,0,9,False,True,100,100,0,0.0,0,576628,None,,0,0,0,0,2.1,479,230,3,6.75,None,,0,3,0.0,0.2,1,0.01,0.02,0.11,0.24,0.10,0.51,1.15,0.22,Shea,0.2,369,162,0,0.0,0,False,1.7,492,221,755,False,4.0,499,225,,40,,2026-01-11T22:30:11.118984Z,45,484,296,p576628,0,0,None,0,,576628.jpg,1.0,497,223,0,2,0,241,False,0,0.0,,[],Lacey,0.0,709,289,False,None,0,0.0,a,1,14,1,2025-05-26,16.0,414,203,3,4154,0,2979,0,0.0,0.7,Lacey,0
0,2008-01-25,0,3,False,True,None,None,0,0.0,0,576620,None,,0,0,0,0,11.7,432,212,0,0.0,None,,0,3,0.0,0.0,0,0.01,0.06,0.01,0.06,0.00,0.05,0.3,0.0,Bendito,0.0,677,264,0,0.0,0,False,1.4,499,228,769,False,2.2,510,233,,15,,None,45,483,295,p576620,0,0,None,0,,576620.jpg,1.0,496,222,0,0,0,241,False,0,0.0,,[],Mantato,0.0,784,338,False,None,0,0.0,a,0,14,1,2025-04-30,0.0,728,306,1,589,0,424,0,0.0,0.2,Bendito Mantato,0
0,2007-03-19,0,6,False,True,None,None,0,0.0,0,519913,None,,0,0,-1,1,3.0,472,225,2,10.59,None,,0,3,0.0,0.2,1,0.01,0.05,0.01,0.05,0.00,0.33,1.75,0.0,Tyler,0.2,366,161,0,0.0,0,False,0.3,519,236,771,False,0.8,521,236,Tyler Fletcher,17,,None,44,561,338,p519913,0,0,None,0,,519913.jpg,1.0,485,213,0,2,0,243,False,0,0.0,,[],Fletcher,0.0,739,310,False,None,0,0.0,a,0,14,1,2025-05-26,0.0,660,256,2,2549,0,1732,0,0.0,0.5,Fletcher,0
0,2008-02-06,0,0,False,True,None,None,0,0,0,576637,None,,0,0,0,0,0.0,617,234,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Godwill,0.0,517,201,0,0,0,False,0.0,628,235,788,False,0.0,625,235,,0,,None,40,734,194,p576637,0,0,None,0,,576637.jpg,0.0,635,234,0,0,0,241,False,0,0,,[],Kukonki,0.0,715,250,False,None,0,0,a,0,14,1,2024-12-03,0.0,587,231,0,637,0,573,0,0.0,0.0,Kukonki,0
0,2007-12-20,0,0,False,True,None,None,0,0,0,576634,None,,0,0,0,0,0.0,742,310,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jim,0.0,678,265,0,0,0,False,0.0,749,311,827,False,0.0,748,310,,0,,None,45,485,297,p576634,0,0,None,0,,576634.jpg,0.0,751,312,0,0,0,241,False,0,0,,[],Thwaites,0.0,826,366,False,None,0,0,a,0,14,1,2025-05-26,0.0,729,307,0,118,0,35,0,0.0,0.0,Thwaites,0
3,2001-05-28,3,303,False,True,100,100,1,0.06,23,232653,None,,0,0,-2,2,330.3,127,87,149,9.31,None,,0,3,4.0,4.5,4,1.45,0.09,2.65,0.16,1.20,27.24,1.7,0.07,Jacob,4.5,49,19,31,1.94,2,False,79.9,203,97,52,False,304.4,243,103,,1441,,2026-02-25T08:00:07.432091Z,53,186,119,p232653,0,0,None,0,,232653.jpg,2.2,325,138,0,85,1,241,False,0,0.0,,[],Ramsey,0.3,355,122,False,None,15,0.94,a,41,15,4,2025-08-17,165.0,222,120,62,38141,0,82368,0,0.8,11.7,J.Ramsey,3
1,1996-09-03,0,70,False,True,100,100,1,0.17,3,216646,None,,0,0,-2,2,46.7,377,48,22,3.83,None,,0,4,1.5,1.2,0,0.54,0.09,3.67,0.63,3.13,9.97,1.74,0.54,Yoane,1.2,270,36,11,1.91,1,False,25.5,382,48,135,False,58.0,426,50,,517,,2026-02-15T00:30:06.766337Z,73,23,9,p216646,0,0,None,0,,216646.jpg,1.4,440,51,0,14,0,50,False,0,0.0,,[],Wissa,0.6,252,37,False,None,4,0.7,a,5,15,4,2025-09-01,163.0,224,46,27,247877,0,461907,0,0.2,3.7,Wissa,3
1,1992-04-19,3,414,False,True,100,100,7,0.26,35,98747,None,,0,0,0,0,0.0,803,95,0,0.0,None,,1,1,3.0,3.0,2,0.00,0.0,0.16,0.01,0.16,32.89,1.23,0.01,Nick,3.0,116,12,38,1.42,0,False,70.7,236,13,469,False,671.0,60,13,,2416,,2025-11-30T11:00:09.029807Z,50,244,9,p98747,0,0,None,0,,98747.jpg,3.6,101,10,0,254,0,241,False,89,3.32,,[],Pope,4.5,85,15,False,None,27,1.01,a,1,15,4,2022-06-23,35.0,371,1,96,1569571,0,1614872,0,0.6,19.2,Pope,2
