,name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,Position
11115,Christoph Zimmermann,0,0,15,0,0.1,275,207,1,0,3.1,30.4,2020-01-01T17:30:00Z,90,7,0,0,0,0,21,0,2937,1.0,1.0,0.0,1,199,432,233,44,True,1,21,DEF
11116,Craig Cathcart,0,0,17,0,0.0,358,209,1,0,1.8,17.8,2020-01-01T15:00:00Z,90,20,0,0,0,0,21,0,113922,1.0,2.0,0.0,2,2538,9325,6787,43,True,0,21,DEF
11117,Beram Kayal,0,0,0,0,0.0,56,202,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,6,0,0,0,0,21,0,17213,1.0,1.0,0.0,0,-1386,403,1789,43,True,0,21,
11118,Brandon Pierrick,0,0,5,0,21.0,580,207,0,0,2.8,5.4,2020-01-01T17:30:00Z,7,14,0,0,0,0,21,0,115,1.0,1.0,2.0,1,11,31,20,45,False,0,21,MID
11119,Sam Surridge,0,0,0,0,0.0,71,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,19,0,0,0,0,21,0,33015,0.0,4.0,0.0,0,-457,639,1096,43,False,0,21,FWD
11120,Dwight Gayle,0,0,0,0,0.0,554,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,9,0,0,0,0,21,0,3515,3.0,0.0,0.0,0,-140,177,317,50,True,0,21,FWD
11121,Giovani Lo Celso,0,0,3,1,15.5,523,208,0,0,4.3,13.0,2020-01-01T15:00:00Z,65,16,0,0,0,0,21,0,18014,0.0,1.0,14.0,2,-512,256,768,73,False,1,21,MID
11122,Alfie Whiteman,0,0,0,0,0.0,543,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,37868,0.0,1.0,0.0,0,1620,2848,1228,40,False,0,21,GK
11123,Callum Hudson-Odoi,0,0,3,0,4.9,116,202,1,0,5.4,3.2,2020-01-01T12:30:00Z,24,4,0,0,0,0,21,0,35161,1.0,1.0,46.0,1,-1802,1168,2970,54,False,0,21,MID
11124,Dan Gosling,0,0,11,0,6.8,81,210,4,0,1.9,6.2,2020-01-01T17:30:00Z,67,19,0,0,0,0,21,0,7943,0.0,4.0,6.0,2,1045,2276,1231,49,False,0,21,MID
11125,Dennis Srbeny,0,0,0,0,0.0,279,207,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,7,0,0,0,0,21,0,3191,1.0,1.0,0.0,0,-61,57,118,52,True,0,21,FWD
11126,Ezequiel Schelotto,0,0,0,0,0.0,546,202,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,6,0,0,0,0,21,0,38984,1.0,1.0,0.0,0,-1736,1925,3661,40,True,0,21,MID
11127,Demarai Gray,0,0,1,0,4.0,175,206,0,0,1.4,0.0,2020-01-01T15:00:00Z,27,13,0,0,0,0,21,0,18969,3.0,0.0,13.0,1,745,1113,368,51,False,0,21,MID
11128,Will Hughes,0,0,0,0,0.0,370,209,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,20,0,0,0,0,21,0,25444,1.0,2.0,0.0,0,-1780,42,1822,54,True,0,21,MID
11129,Mohamed Elneny,0,0,0,0,0.0,20,201,0,0,0.0,0.0,2020-01-01T20:00:00Z,0,12,0,0,0,0,21,0,53144,0.0,2.0,0.0,0,-2782,644,3426,43,True,0,21,
11130,Sergio Aguero,0,0,0,0,0.0,210,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,8,0,0,0,0,21,0,788571,1.0,2.0,0.0,0,33464,48179,14715,117,True,0,21,FWD
11131,Martin Montoya,0,0,9,0,12.6,38,202,1,0,4.0,17.8,2020-01-01T12:30:00Z,90,6,0,0,0,0,21,0,47418,1.0,1.0,10.0,2,2721,5798,3077,44,True,0,21,DEF
11132,Issa Diop,0,0,0,0,0.0,381,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,3,0,0,0,0,21,0,164127,0.0,4.0,0.0,0,-5670,1526,7196,44,True,0,21,DEF
11133,Pierre-Emerick Aubameyang,0,0,11,1,18.9,11,201,0,0,4.5,9.8,2020-01-01T20:00:00Z,90,12,0,0,0,0,21,0,1289768,0.0,2.0,16.0,2,-13285,27128,40413,108,True,0,21,FWD
11134,Alexandre Lacazette,0,0,6,1,26.8,12,201,0,0,8.8,10.8,2020-01-01T20:00:00Z,81,12,0,0,0,0,21,0,114259,0.0,2.0,50.0,2,-3131,1847,4978,93,True,0,21,FWD
11135,Maya Yoshida,0,0,0,0,0.0,310,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,17,0,0,0,0,21,0,19301,0.0,1.0,0.0,0,-479,153,632,42,True,0,21,DEF
11136,Leandro Trossard,0,0,12,0,42.7,421,202,1,0,10.0,18.4,2020-01-01T12:30:00Z,90,6,0,0,0,0,21,0,25590,1.0,1.0,39.0,2,830,3166,2336,58,True,0,21,FWD
11137,Scott McTominay,0,0,0,0,0.0,248,201,0,0,0.0,0.0,2020-01-01T20:00:00Z,0,1,0,0,0,0,21,0,114353,0.0,2.0,0.0,0,-32167,338,32505,50,False,0,21,MID
11138,Asmir Begovic,0,0,0,0,0.0,72,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,19,0,0,0,0,21,0,58154,0.0,4.0,0.0,0,-941,68,1009,42,False,0,21,
11139,Chris Smalling,0,0,0,0,0.0,223,201,0,0,0.0,0.0,2020-01-01T20:00:00Z,0,1,0,0,0,0,21,0,9154,0.0,2.0,0.0,0,-31,17,48,53,False,0,21,
11140,Alireza Jahanbakhsh,0,2,28,0,31.6,50,202,0,1,9.0,36.4,2020-01-01T12:30:00Z,22,6,0,0,0,0,21,0,5316,1.0,1.0,22.0,8,489,635,146,58,True,0,21,MID
11141,Leon Balogun,0,0,0,0,0.0,40,202,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,6,0,0,0,0,21,0,4003,1.0,1.0,0.0,0,-28,52,80,44,True,0,21,FWD
11142,Danny Ings,0,3,38,1,1.3,313,208,0,1,8.3,40.8,2020-01-01T15:00:00Z,75,17,0,0,0,0,21,0,1236950,0.0,1.0,41.0,9,62289,138583,76294,66,True,0,21,FWD
11143,Reece James,0,0,21,0,16.2,506,202,1,0,5.7,23.2,2020-01-01T12:30:00Z,90,4,0,0,0,0,21,0,17512,1.0,1.0,18.0,1,-7321,61,7382,50,False,1,21,DEF
11144,Nathaniel Chalobah,0,0,9,0,2.8,374,209,1,0,2.5,13.0,2020-01-01T15:00:00Z,90,20,0,0,0,0,21,0,16289,1.0,2.0,9.0,2,-123,682,805,44,True,0,21,DEF
11145,Rui Pedro dos Santos Patricio,0,0,11,0,0.0,411,209,2,0,1.1,11.2,2020-01-01T15:00:00Z,90,18,0,0,0,0,21,1,775087,1.0,2.0,0.0,1,6537,29102,22565,52,False,0,21,GK
11146,Sebastian Prodl,0,0,0,0,0.0,361,209,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,20,0,0,0,0,21,0,82921,1.0,2.0,0.0,0,-2928,95,3023,40,True,0,21,DEF
11147,Marco Stiepermann,0,0,-2,0,0.0,285,207,1,0,0.0,0.0,2020-01-01T17:30:00Z,7,7,0,0,0,0,21,0,5086,1.0,1.0,0.0,0,-47,53,100,51,True,1,21,FWD
11148,Ben Johnson,0,0,0,0,0.0,384,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,3,0,0,0,0,21,0,92103,0.0,4.0,0.0,0,-1986,347,2333,40,True,0,21,DEF
11149,Reiss Nelson,0,0,3,0,0.5,489,201,0,0,2.1,0.8,2020-01-01T20:00:00Z,28,12,0,0,0,0,21,0,8718,0.0,2.0,20.0,1,904,1358,454,53,True,0,21,MID
11150,Nampalys Mendy,0,0,0,0,0.0,179,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,13,0,0,0,0,21,0,78836,3.0,0.0,0.0,0,1107,5310,4203,43,False,0,21,MID
11151,Diogo Jota,0,0,5,0,11.8,410,209,0,0,2.0,2.2,2020-01-01T15:00:00Z,24,18,0,0,0,0,21,0,231512,1.0,2.0,6.0,1,-2340,8108,10448,61,False,0,21,FWD
11152,Joshua King,0,0,0,0,0.0,68,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,19,0,0,0,0,21,0,278109,0.0,4.0,0.0,0,-11847,949,12796,61,False,0,21,FWD
11153,James Ward-Prowse,0,0,7,1,32.6,321,208,0,0,5.6,23.2,2020-01-01T15:00:00Z,90,17,0,0,0,0,21,0,146404,0.0,1.0,0.0,2,-19408,9016,28424,59,True,1,21,MID
11154,Scott Dann,0,0,0,0,0.0,127,207,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,14,0,0,0,0,21,0,11506,1.0,1.0,0.0,0,-597,18,615,43,False,0,21,DEF
11155,Kepa Arrizabalaga,0,0,15,0,0.0,111,202,1,0,3.2,31.8,2020-01-01T12:30:00Z,90,4,0,0,0,0,21,4,378592,1.0,1.0,0.0,3,-7575,5120,12695,55,False,0,21,GK
11156,Roberto Jimenez Gago,0,0,0,0,0.0,450,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,3,0,0,0,0,21,0,32179,0.0,4.0,0.0,0,-1774,434,2208,44,True,0,21,GK
11157,Christian Eriksen,0,0,9,0,13.7,343,208,1,0,3.1,9.6,2020-01-01T15:00:00Z,90,16,0,0,0,0,21,0,205334,0.0,1.0,8.0,1,2805,5812,3007,86,False,1,21,MID
11158,Harry Kane,0,0,6,0,30.5,338,208,1,0,7.5,13.6,2020-01-01T15:00:00Z,74,16,0,0,0,0,21,0,1489650,0.0,1.0,31.0,2,-31959,39933,71892,110,False,0,21,FWD
11159,Dale Stephens,0,0,0,0,0.0,57,202,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,6,0,0,0,0,21,0,160143,1.0,1.0,0.0,0,-496,7183,7679,44,True,0,21,MID
11160,Nicolas Otamendi,0,0,0,0,0.0,208,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,8,0,0,0,0,21,0,190582,1.0,2.0,0.0,0,-7929,9559,17488,50,True,0,21,DEF
11161,Keinan Davis,0,0,0,0,0.0,34,203,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,5,0,0,0,0,21,0,18027,2.0,1.0,0.0,0,-382,507,889,43,False,0,21,FWD
11162,Ismaila Sarr,1,0,12,0,26.0,525,209,1,0,8.4,29.0,2020-01-01T15:00:00Z,90,20,0,0,0,0,21,0,49240,1.0,2.0,29.0,5,26210,31732,5522,62,True,0,21,MID
11163,Andy Carroll,0,0,0,0,0.0,520,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,9,0,0,0,0,21,0,9601,3.0,0.0,0.0,0,637,1325,688,54,True,0,21,FWD
11164,Andre Filipe Tavares Gomes,0,0,0,0,0.0,422,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,11,0,0,0,0,21,0,21337,1.0,2.0,0.0,0,-193,13,206,52,False,0,21,MID
11165,Che Adams,0,0,0,0,0.0,437,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,17,0,0,0,0,21,0,23623,0.0,1.0,0.0,0,-262,265,527,53,True,0,21,MID
11166,Douglas Luiz Soares de Paulo,1,2,27,0,27.7,470,203,1,0,10.6,37.2,2020-01-01T12:30:00Z,90,5,0,0,0,0,21,0,254835,2.0,1.0,41.0,7,-3430,14638,18068,44,False,0,21,MID
11167,David Button,0,0,0,0,0.0,48,202,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,6,0,0,0,0,21,0,1471341,1.0,1.0,0.0,0,-12694,11499,24193,40,True,0,21,GK
11168,Jack Grealish,1,3,48,0,33.9,29,203,1,1,10.2,45.4,2020-01-01T12:30:00Z,90,5,0,0,0,0,21,0,1177398,2.0,1.0,23.0,13,-94897,74133,169030,64,False,0,21,MID
11169,Mark Duffy,0,0,0,0,0.0,300,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,0,10,0,0,0,0,21,0,1367,0.0,2.0,0.0,0,-16,8,24,52,False,0,21,
11170,Dean Henderson,0,0,17,0,0.0,471,204,2,0,0.0,0.0,2020-01-02T20:00:00Z,90,10,0,0,0,0,21,5,665133,0.0,2.0,0.0,2,-14243,30633,44876,49,False,0,21,GK
11171,James Justin,0,0,0,0,0.0,433,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,13,0,0,0,0,21,0,7294,3.0,0.0,0.0,0,42,169,127,48,False,0,21,MID
11172,James Tomkins,0,0,13,0,1.3,124,207,1,0,2.1,15.6,2020-01-01T17:30:00Z,90,14,0,0,0,0,21,0,65222,1.0,1.0,4.0,2,22452,27279,4827,50,False,0,21,DEF
11173,Oumar Niasse,0,0,0,0,0.0,570,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,11,0,0,0,0,21,0,1748,1.0,2.0,0.0,0,135,395,260,45,False,0,21,FWD
11174,Rob Holding,0,0,0,0,0.0,10,201,0,0,0.0,0.0,2020-01-01T20:00:00Z,0,12,0,0,0,0,21,0,7247,0.0,2.0,0.0,0,-258,31,289,45,True,0,21,DEF
11175,Robert Elliot,0,0,0,0,0.0,573,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,9,0,0,0,0,21,0,3793,3.0,0.0,0.0,0,1001,1261,260,40,True,0,21,GK
11176,Axel Tuanzebe,0,0,0,0,0.0,481,201,0,0,0.0,0.0,2020-01-01T20:00:00Z,0,1,0,0,0,0,21,0,8546,0.0,2.0,0.0,0,-203,55,258,44,False,0,21,DEF
11177,Albian Ajeti,0,0,0,0,0.0,514,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,3,0,0,0,0,21,0,2531,0.0,4.0,0.0,0,-6,40,46,57,True,0,21,FWD
11178,Joseph Anang,0,0,0,0,0.0,582,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,3,0,0,0,0,21,0,5294,0.0,4.0,0.0,0,2673,3285,612,40,True,0,21,GK
11179,Kenny McLean,0,0,13,0,17.9,286,207,1,0,3.4,5.8,2020-01-01T17:30:00Z,90,7,0,0,0,0,21,0,11975,1.0,1.0,10.0,2,-328,141,469,49,True,0,21,MID
11180,Dejan Lovren,0,0,0,0,0.0,186,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,0,15,0,0,0,0,21,0,16495,0.0,2.0,0.0,0,-1663,47,1710,53,True,0,21,DEF
11181,Troy Parrott,0,0,0,0,0.0,509,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,57371,0.0,1.0,0.0,0,-981,754,1735,44,False,0,21,FWD
11182,Ivan Cavaleiro,0,0,0,0,0.0,419,209,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,18,0,0,0,0,21,0,686,1.0,2.0,0.0,0,-19,21,40,49,False,0,21,
11183,Callum Slattery,0,0,0,0,0.0,327,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,17,0,0,0,0,21,0,25049,0.0,1.0,0.0,0,-721,132,853,44,True,0,21,
11184,Neco Williams,0,0,0,0,0.0,575,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,0,15,0,0,0,0,21,0,1974,0.0,2.0,0.0,0,199,653,454,40,True,0,21,DEF
11185,Adama Traore,0,0,16,0,32.5,417,209,2,0,6.1,20.4,2020-01-01T15:00:00Z,90,18,0,0,0,0,21,0,1152382,1.0,2.0,8.0,2,470452,502389,31937,56,False,0,21,FWD
11186,Alexis Sanchez,0,0,0,0,0.0,240,201,0,0,0.0,0.0,2020-01-01T20:00:00Z,0,1,0,0,0,0,21,0,28749,0.0,2.0,0.0,0,-86,36,122,68,False,0,21,
11187,Ademola Lookman,0,0,0,0,0.0,155,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,11,0,0,0,0,21,0,462,1.0,2.0,0.0,0,-6,9,15,50,False,0,21,
11188,Mason Holgate,0,0,11,0,3.3,478,205,2,0,1.7,13.4,2020-01-01T17:30:00Z,90,11,0,0,0,0,21,0,46584,1.0,2.0,0.0,1,8701,13316,4615,44,False,0,21,DEF
11189,Cesar Azpilicueta,0,3,29,0,3.4,105,202,1,1,10.6,61.4,2020-01-01T12:30:00Z,90,4,0,0,0,0,21,0,342908,1.0,1.0,41.0,11,-443,6590,7033,58,False,0,21,DEF
11190,Luke Amos,0,0,0,0,0.0,351,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,1040,0.0,1.0,0.0,0,5,42,37,45,False,0,21,
11191,Bjorn Engels,0,0,0,0,0.0,455,203,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,5,0,0,0,0,21,0,40899,2.0,1.0,0.0,0,-3550,396,3946,45,False,0,21,DEF
11192,Andy King,0,0,0,0,0.0,480,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,13,0,0,0,0,21,0,23350,3.0,0.0,0.0,0,-687,265,952,43,False,0,21,
11193,Paul Dummett,0,0,0,0,0.0,255,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,9,0,0,0,0,21,0,17308,3.0,0.0,0.0,0,-1915,30,1945,44,True,0,21,DEF
11194,Laurent Koscielny,0,0,0,0,0.0,7,201,0,0,0.0,0.0,2020-01-01T20:00:00Z,0,12,0,0,0,0,21,0,5688,0.0,2.0,0.0,0,-22,12,34,50,True,0,21,
11195,Bailey Peacock-Farrell,0,0,0,0,0.0,495,203,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,2,0,0,0,0,21,0,5434,2.0,1.0,0.0,0,-10,70,80,44,True,0,21,GK
11196,Domingos Quina,0,0,0,0,0.0,375,209,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,20,0,0,0,0,21,0,6546,1.0,2.0,0.0,0,-132,62,194,44,True,0,21,MID
11197,Bernardo Mota Veiga de Carvalho e Silva,0,0,0,0,0.0,218,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,8,0,0,0,0,21,0,661389,1.0,2.0,0.0,0,-22362,9056,31418,79,True,0,21,MID
11198,Ryan Bennett,0,0,8,0,0.8,404,209,2,0,1.0,8.8,2020-01-01T15:00:00Z,53,18,0,0,0,0,21,0,23311,1.0,2.0,0.0,0,374,900,526,49,False,0,21,DEF
11199,Aaron Ramsdale,0,0,17,0,0.0,494,210,4,0,2.9,28.6,2020-01-01T17:30:00Z,90,19,0,0,0,0,21,3,448315,0.0,4.0,0.0,1,11457,36678,25221,47,False,0,21,GK
11200,Ravel Morrison,0,0,0,0,0.0,456,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,0,10,0,0,0,0,21,0,6426,0.0,2.0,0.0,0,7,260,253,46,False,0,21,MID
11201,Seamus Coleman,0,0,9,0,0.7,144,205,2,0,2.8,10.0,2020-01-01T17:30:00Z,58,11,0,0,0,0,21,0,84702,1.0,2.0,17.0,0,-717,532,1249,53,False,0,21,DEF
11202,Max Kilman,0,0,0,0,0.0,408,209,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,18,0,0,0,0,21,0,163015,1.0,2.0,0.0,0,-676,4857,5533,40,False,0,21,DEF
11203,Daniel Drinkwater,0,0,0,0,0.0,120,203,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,2,0,0,0,0,21,0,45758,2.0,1.0,0.0,0,-607,292,899,44,True,0,21,MID
11204,Anthony Martial,0,0,9,0,25.1,239,201,2,0,5.0,10.6,2020-01-01T20:00:00Z,90,1,0,0,0,0,21,0,951347,0.0,2.0,14.0,2,224737,257949,33212,79,False,0,21,FWD
11205,Steven Alzate,0,0,13,0,3.1,537,202,1,0,6.7,18.2,2020-01-01T12:30:00Z,90,6,0,0,0,0,21,0,7327,1.0,1.0,46.0,2,408,1319,911,45,True,0,21,MID
11206,Simon Francis,0,0,16,0,2.7,62,210,4,0,1.8,14.8,2020-01-01T17:30:00Z,90,19,0,0,0,0,21,0,2210,0.0,4.0,0.0,0,-519,9,528,44,False,0,21,DEF
11207,Daniel N'Lundulu,0,0,0,0,0.0,535,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,17,0,0,0,0,21,0,6752,0.0,1.0,0.0,0,-168,65,233,45,True,0,21,
11208,Jack Colback,0,0,0,0,0.0,482,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,9,0,0,0,0,21,0,9388,3.0,0.0,0.0,0,-298,23,321,44,True,0,21,
11209,Akin Famewo,0,0,0,0,0.0,552,207,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,7,0,0,0,0,21,0,5354,1.0,1.0,0.0,0,-145,121,266,40,True,0,21,DEF
11210,Danilo Luiz da Silva,0,0,0,0,0.0,209,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,8,0,0,0,0,21,0,3190,1.0,2.0,0.0,0,-5,16,21,50,True,0,21,
11211,Roberto Firmino,0,0,0,1,0.0,187,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,90,15,0,0,0,0,21,0,636256,0.0,2.0,0.0,2,2849,32330,29481,92,True,0,21,MID
11212,Sam Byram,0,0,15,0,16.8,454,207,1,0,5.0,27.0,2020-01-01T17:30:00Z,90,7,0,0,0,0,21,0,8546,1.0,1.0,6.0,2,-57,167,224,44,True,0,21,DEF
11213,Victor Lindelof,0,0,15,0,0.7,225,201,2,0,1.1,10.0,2020-01-01T20:00:00Z,90,1,0,0,0,0,21,0,95027,0.0,2.0,0.0,1,1796,5510,3714,53,False,0,21,DEF
11214,Olivier Giroud,0,0,0,0,0.0,110,202,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,4,0,0,0,0,21,0,74133,1.0,1.0,0.0,0,-715,82,797,66,False,0,21,FWD
11215,Frederic Guilbert,0,0,15,0,4.9,458,203,1,0,2.5,19.8,2020-01-01T12:30:00Z,90,5,0,0,0,0,21,0,53106,2.0,1.0,0.0,2,-7867,725,8592,44,False,0,21,DEF
11216,Fraser Forster,0,0,0,0,0.0,317,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,17,0,0,0,0,21,0,23978,0.0,1.0,0.0,0,-296,43,339,43,True,0,21,GK
11217,Andy Lonergan,0,0,0,0,0.0,530,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,0,15,0,0,0,0,21,0,1777,0.0,2.0,0.0,0,-18,10,28,43,True,0,21,GK
11218,Pedro Rodriguez Ledesma,0,0,0,0,0.0,114,202,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,4,0,0,0,0,21,0,84537,1.0,1.0,0.0,0,-466,214,680,68,False,0,21,MID
11219,Matt Doherty,0,0,5,0,3.4,401,209,2,0,7.7,21.8,2020-01-01T15:00:00Z,90,18,0,0,0,0,21,0,353623,1.0,2.0,52.0,1,40931,59485,18554,61,False,0,21,DEF
11220,Tom Cleverley,0,0,0,0,0.0,371,209,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,20,0,0,0,0,21,0,8052,1.0,2.0,0.0,0,-217,13,230,48,True,0,21,MID
11221,Alexandre Nascimento Costa Silva,0,0,0,0,0.0,387,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,3,0,0,0,0,21,0,66133,0.0,4.0,0.0,0,-679,1905,2584,43,True,0,21,
11222,Jordan Ayew,0,0,5,0,19.8,468,207,1,0,7.4,11.6,2020-01-01T17:30:00Z,90,14,0,0,0,0,21,0,532963,1.0,1.0,43.0,2,6725,45099,38374,50,False,0,21,FWD
11223,Tom Davies,0,0,6,0,6.3,154,205,2,0,1.5,4.4,2020-01-01T17:30:00Z,90,11,0,0,0,0,21,0,11370,1.0,2.0,4.0,1,-531,294,825,53,False,1,21,MID
11224,Matej Vydra,0,0,0,0,0.0,92,203,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,2,0,0,0,0,21,0,3989,2.0,1.0,0.0,0,-46,54,100,53,True,0,21,FWD
11225,Jack Stacey,0,0,0,0,0.0,446,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,19,0,0,0,0,21,0,9261,0.0,4.0,0.0,0,-927,474,1401,43,False,0,21,MID
11226,Fernando Luiz Rosa,0,1,22,0,1.0,221,205,1,0,3.9,34.2,2020-01-01T17:30:00Z,90,8,0,0,0,0,21,0,50465,1.0,2.0,4.0,3,17,1636,1619,52,True,0,21,MID
11227,Tammy Abraham,1,0,12,0,12.4,460,202,1,0,5.8,7.6,2020-01-01T12:30:00Z,90,4,0,0,0,0,21,0,2373116,1.0,1.0,38.0,5,-45693,97168,142861,78,False,0,21,FWD
11228,Jose Diogo Dalot Teixeira,0,0,0,0,0.0,229,201,0,0,0.0,0.0,2020-01-01T20:00:00Z,0,1,0,0,0,0,21,0,5662,0.0,2.0,0.0,0,-23,11,34,49,False,0,21,DEF
11229,Matty James,0,0,0,0,0.0,177,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,13,0,0,0,0,21,0,10921,3.0,0.0,0.0,0,-194,125,319,43,False,0,21,MID
11230,Marcos Alonso,0,0,0,0,0.0,103,202,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,4,0,0,0,0,21,0,166860,1.0,1.0,0.0,0,-12859,317,13176,60,False,0,21,MID
11231,Henrikh Mkhitaryan,0,0,0,0,0.0,16,201,0,0,0.0,0.0,2020-01-01T20:00:00Z,0,12,0,0,0,0,21,0,56946,0.0,2.0,0.0,0,-189,25,214,68,True,0,21,MID
11232,Gerard Deulofeu,1,3,43,0,23.3,363,209,1,1,12.8,57.4,2020-01-01T15:00:00Z,72,20,0,0,0,0,21,0,157622,1.0,2.0,47.0,12,-8690,5628,14318,61,True,0,21,MID
11233,Luke Cundle,0,0,0,0,0.0,567,209,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,18,0,0,0,0,21,0,969,1.0,2.0,0.0,0,50,182,132,45,False,0,21,MID
11234,Dwight McNeil,0,0,17,0,30.9,97,203,2,0,4.1,8.6,2020-01-01T12:30:00Z,90,2,0,0,0,0,21,0,45879,2.0,1.0,1.0,2,-2377,3692,6069,60,True,0,21,FWD
11235,Aaron Lennon,0,0,0,0,0.0,430,203,0,0,0.0,0.0,2020-01-01T12:30:00Z,0,2,0,0,0,0,21,0,6090,2.0,1.0,0.0,0,-193,14,207,47,True,0,21,MID
11236,Morgan Gibbs-White,0,0,0,0,0.0,416,209,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,18,0,0,0,0,21,0,3839,1.0,2.0,0.0,0,-94,21,115,47,False,0,21,MID
11237,Curtis Jones,0,0,0,0,0.0,569,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,0,15,0,0,0,0,21,0,269,0.0,2.0,0.0,0,8,48,40,45,True,0,21,MID
11238,Craig Dawson,0,0,6,0,0.6,439,209,1,0,2.5,22.0,2020-01-01T15:00:00Z,90,20,0,0,0,0,21,0,11090,1.0,2.0,2.0,1,-53,222,275,48,True,1,21,DEF
11239,Calum Chambers,0,0,0,0,0.0,467,201,0,0,0.0,0.0,2020-01-01T20:00:00Z,0,12,0,0,0,0,21,0,75115,0.0,2.0,0.0,0,-6385,1367,7752,44,True,0,21,DEF
11240,Karl Darlow,0,0,0,0,0.0,263,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,9,0,0,0,0,21,0,8622,3.0,0.0,0.0,0,-65,42,107,43,True,0,21,GK
11241,Mario Vrancic,0,0,14,0,14.6,282,207,1,0,3.8,16.0,2020-01-01T17:30:00Z,90,7,0,0,0,0,21,0,5167,1.0,1.0,7.0,2,272,448,176,62,True,0,21,MID
11242,Federico Fernandez,0,0,9,0,0.3,254,206,3,0,1.3,12.8,2020-01-01T15:00:00Z,90,9,0,0,0,0,21,0,50362,3.0,0.0,0.0,0,-1918,4175,6093,44,True,1,21,DEF
